2022-02-25 13:34:58,718 - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2022-02-25 13:34:58,718 - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2022-02-25 13:34:58,719 - INFO - Added job "sayHello" to job store "default"
2022-02-25 13:34:58,719 - INFO - Added job "sayHello11" to job store "default"
2022-02-25 13:34:58,719 - INFO - Scheduler started
2022-02-25 13:36:50,723 - INFO - Job "sayHello11 (trigger: interval[0:00:04], next run at: 2022-02-25 13:36:54 CST)" executed successfully
2022-02-25 13:36:52,723 - INFO - Running job "sayHello (trigger: interval[0:00:02], next run at: 2022-02-25 13:36:54 CST)" (scheduled at 2022-02-25 13:36:52.717787+08:00)
2022-02-25 13:36:52,724 - INFO - Job "sayHello (trigger: interval[0:00:02], next run at: 2022-02-25 13:36:54 CST)" executed successfully
2022-02-25 13:36:54,722 - INFO - Running job "sayHello (trigger: interval[0:00:02], next run at: 2022-02-25 13:36:56 CST)" (scheduled at 2022-02-25 13:36:54.717787+08:00)
2022-02-25 13:36:54,722 - INFO - Running job "sayHello11 (trigger: interval[0:00:04], next run at: 2022-02-25 13:36:58 CST)" (scheduled at 2022-02-25 13:36:54.718305+08:00)
2022-02-25 13:36:54,722 - INFO - Job "sayHello (trigger: interval[0:00:02], next run at: 2022-02-25 13:36:56 CST)" executed successfully
2022-02-25 13:36:54,722 - INFO - Job "sayHello11 (trigger: interval[0:00:04], next run at: 2022-02-25 13:36:58 CST)" executed successfully
2022-02-25 14:01:01,295 - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2022-02-25 14:01:01,296 - INFO - Added job "append_everyday_data" to job store "default"
2022-02-25 14:01:01,296 - INFO - Scheduler started
